producto,marca,sustancia_activa,categoria,ean,laboratorio,estatus
Vermox plus 2 tabletas 300mg,VERMOX PLUS,"MEBENDAZOL, QUINFAMIDA",SISTEMA DIGESTIVO,7501109904792,JANSSEN CILAG DE MEXICO,ACTIVO
Afrin no drip extra humectante 15 ml líquido caja clorhidrato de oximetazolina 50 mg,AFRIN,OXIMETAZOLINA,SISTEMA RESPIRATORIO,7501050624732,BAYER,ACTIVO
DUTAMID 0.50 MG/0.040 MG CON 30 CÁPSULAS,DUTAMID,"DUTASTERIDA, TAMSULOSINA",UROLOGÍA,7501559603849,LEMERY,ACTIVO
Blendox 1 jarabe 50 mg/100/60 ml,BLENDOX,CLORFENAMINA,ALERGOLOGÍA,7501825300120,DEGORT´S CHEMICAL,ACTIVO
Celestamine ns 20 tabletas 5/0.25mg,CELESTAMINE NS,"BETAMETASONA, LORATADINA",ALERGOLOGÍA,7501050600026,BAYER,ACTIVO
Segmir 30 mg 30 tabletas,SEGMIR,MIRTAZAPINA,NEUROLOGÍA,8901120007585,ZYDUS,ACTIVO
Chipten 20mg caja con 10 tabletas,CHIPTEN,PAROXETINA,NEUROLOGÍA,7501125175763,PISA,ACTIVO
Blodivit 30 tabletas 40mg,BLODIVIT,ATORVASTATINA,CARDIOLOGÍA,7502216931831,SANDOZ,ACTIVO
Benzac ac tópico 60 gr gel tubo peróxido de benzoilo 2.5 gr,BENZAC,PERÓXIDO DE BENZOILO,DERMATOLOGÍA,3499320002394,GALDERMA,ACTIVO
Carnotprim 20 comprimidos 10mg,CARNOTPRIM,METOCLOPRAMIDA,GASTROENTEROLOGÍA,7501124100704,CARNOT,ACTIVO
Macmiror complex v dual 6 óvulos 10g,MACMIROR,"NIFURATEL, NISTATINA",GINECOLOGÍA,7501390913305,ITALMEX,ACTIVO
Irbesartan 28 tabletas 150 mg,,IRBESARTÁN,CARDIOLOGÍA,7502216804708,AVIVIA PHARMA,ACTIVO
Virlix 10mg tabletas 20,VIRLIX,CETIRIZINA,ALERGOLOGÍA,7501088508271,MOKSHA8,ACTIVO
Filarin 30 comprimidos 20mg,FILARIN,LEFLUNOMIDA,REUMATOLOGÍA,7730979095907,ASOFARMA,ACTIVO
Tusigen nf 20 tabletas 22.50/ 22.50 mg,TUSIGEN NF,"AMBROXOL, DEXTROMETORFANO",NEUMOLOGÍA,7501299309278,LIOMONT OTC,ACTIVO
Vermindazol 6 tabletas 100 mg,VERMINDAZOL,MEBENDAZOL,SISTEMA DIGESTIVO,7501547524071,STREGER,ACTIVO
Meropenem frasco ámpula 1g,,MEROPENEM,INFECTOLOGÍA,7502001165229,SON'S,ACTIVO
Vextor 37.5mg capsula 15,VEXTOR,VENLAFAXINA,NEUROLOGÍA,8902220110328,LABORATORIOS TORRENT,ACTIVO
Dixen 20 capsulas 500 mg,DIXEN,DICLOXACILINA,INFECTOLOGÍA,7502009747229,MAVER,ACTIVO
Tradol gotas 100 mg gotas 30 ml,TRADOL,TRAMADOL,NEUROLOGÍA,7502209290495,GRÜNENTHAL,ACTIVO
Tempus pharma alprazolam 0.25mg con 30 tabletas,TEMPUS PHARMA,ALPRAZOLAM,NEUROLOGÍA,7501249607751,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Gestulin 15 cápsulas 200mg,GESLUTIN,PROGESTERONA,GINECOLOGÍA,7501871720620,ASOFARMA,ACTIVO
BUVACAINA BUPIVACAINA 7.5 MG SOLUCIÓN INYECTABLE 30 ML,BUVACAÍNA,BUPIVACAÍNA,REUMATOLOGÍA,7501125112683,PISA,ACTIVO
Movuren 500 mg 60 tabletas,MOVUREN,LEVETIRACETAM,NEUROLOGÍA,7501249601674,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Salofalk 500mg supositorio 10,SALOFALK,MESALAZINA,GASTROENTEROLOGÍA,7501168810621,SCHWABE,ACTIVO
Tacraf 100/400mg comprimidos 7,TACRAF,"CLINDAMICINA, KETOCONAZOL",GINECOLOGÍA,7501124182465,CARNOT,ACTIVO
Atacand plus 14 tabletas 16/12.5mg,ATACAND PLUS,"CANDESARTÁN, HIDROCLOROTIAZIDA",CARDIOLOGÍA,7501098633253,ASTRAZENECA,ACTIVO
Amably 30 cápsulas 40mg,AMABLY,ESOMEPRAZOL,SISTEMA DIGESTIVO,7501300420992,SIEGFRIED RHEIN,ACTIVO
Utrogestan 100mg perlas 15,UTROGESTAN,PROGESTERONA,GINECOLOGÍA,7501583300318,BESINSHEALTHCARE MEXICO SA DE,ACTIVO
VALPROSID LP 250MG,VALPROSID,VALPROATO SEMISÓDICO,NEUROLOGÍA,7501089801456,ARMSTRONG,ACTIVO
Liberdux jarabe pediátrico frasco 60ml,LIBERDUX,DESLORATADINA,ALERGOLOGÍA,7501300407894,SIEGFRIED RHEIN,ACTIVO
Sinpebac ungüento 2% tubo 15g,SINPEBAC,MUPIROCINA,DERMATOLOGÍA,7501123017300,BAUSCH HEALTH,ACTIVO
Coriatros duo 14 tabletas 16/12.5mg,CORIATROS DUO,"CANDESARTÁN, HIDROCLOROTIAZIDA",CARDIOLOGÍA,7501300420404,SIEGFRIED RHEIN,ACTIVO
Tramadol lp 10 tabletas 100 mg,,TRAMADOL,NEUROLOGÍA,7501384545475,PSICOFARMA,ACTIVO
Nasalub solución nasal infantil 30 ml. higiene nasal,NASALUB,CLORURO DE SODIO,SISTEMA RESPIRATORIO,650240015571,GENOMMA LAB,ACTIVO
Amk solución inyectable 1 ampolleta 100mg/2ml,AMK,AMIKACINA,INFECTOLOGÍA,7501125105104,PISA,ACTIVO
Durater 20 comprimidos 20mg,DURATER,FAMOTIDINA,GASTROENTEROLOGÍA,7501314704620,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Zolmitriptano 2 tabletas 2.5 mg,,ZOLMITRIPTANO,ANALGÉSICOS,7501349023543,ANTIBIOTICOS DE MEXICO,ACTIVO
Synthroid 112mcg tabletas 30,SYNTHROID,LEVOTIROXINA SÓDICA,ENDOCRINOLOGÍA,7501033958991,ABBOTT,ACTIVO
Panoto s jarabe frasco 100ml,PANOTO-S,HEDERA HELIX,REMEDIO HERBOLARIO,4104480412103,SIEGFRIED RHEIN,ACTIVO
Exforge hct 14 comprimidos 5/160/12.5mg,EXFORGE HCT,"AMLODIPINO, HIDROCLOROTIAZIDA, VALSARTÁN",CARDIOLOGÍA,7501124815844,NOVARTIS,ACTIVO
Gremiltal oral 10 capsulas 45 mg,GREMILTAL,OSELTAMIVIR,INFECTOLOGÍA,7501070602437,SANFER,ACTIVO
Septacin solucion oral 1 solucion 300mg/120ml,SEPTACIN,AMBROXOL,NEUMOLOGÍA,7501088563423,CHINOIN,ACTIVO
Atrovent 1 solucion 20 ml,ATROVENT,BROMURO DE IPRATROPIO,NEUMOLOGÍA,7501037908930,BOEHRINGER INGELHEIM MEXICO,ACTIVO
Valinir 500mg caja con 10 tabletas,VALINIR,VALACICLOVIR,INFECTOLOGÍA,7501258211901,LAKESIDE SALUD HUMANA SA DE CV,ACTIVO
Desenfriol d 24 tabletas,DESENFRIOL D,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7502276040382,BAYER,ACTIVO
Butimaxil 1 suspensión 250mg/5/60 ml,BUTIMAXIL,DICLOXACILINA,INFECTOLOGÍA,7502208891907,DEPOFARMA S A,ACTIVO
Dramamine 24 tabletas caja dimenhidrinato 50 mg,DRAMAMINE,DIMENHIDRINATO,SISTEMA DIGESTIVO,7501007532363,KENVUE,ACTIVO
Pezzil 5mg tabletas 28,PEZZIL,DONEPEZILO,NEUROLOGÍA,8903855053844,LABORATORIOS TORRENT,ACTIVO
Bioxover 1 jarabe 300mg/120 ml,BIOXOVER,DROPROPIZINA,NEUMOLOGÍA,7502009745560,MAVER,ACTIVO
Ampicilina frasco ámpula 1g/5ml,ANTIBIOTICOS DE MEXICO,AMPICILINA,INFECTOLOGÍA,7501349022874,ANTIBIOTICOS DE MEXICO,ACTIVO
Tukeli jarabe ad/n.70 g/100 ml 120ml,TUKELI,HEDERA HELIX,REMEDIO HERBOLARIO,650240039768,GENOMMA LAB,ACTIVO
Crestor 30 tabletas 10mg,CRESTOR,ROSUVASTATINA,CARDIOLOGÍA,7501098604710,ASTRAZENECA,ACTIVO
Bexident post colutorio 1 frasco 250 ml,BEXIDENT,CLORHEXIDINA,HIGIENE ORAL,8429420084520,ISDIN,ACTIVO
Nifedipino 30 comprimidos 30mg,,NIFEDIPINO,CARDIOLOGÍA,7502216796331,ULTRA LABORATORIOS,ACTIVO
Deflamox plus 16 tabletas 275/300mg,DEFLAMOX PLUS,"NAPROXENO, PARACETAMOL",REUMATOLOGÍA,7501385491139,SANFER,ACTIVO
Pomada hipoglos 1 tubo 15% 45 gr,HIPOGLOS,ÓXIDO DE ZINC,CUIDADO DEL BEBÉ,7501289520126,ANDROMACO,ACTIVO
Trim/sulfa phaho 80/400mg tabletas 20,BIOPRIM,"SULFAMETOXAZOL, TRIMETOPRIMA",INFECTOLOGÍA,7501563370379,BIORESEARCH,ACTIVO
Dirnelid suspensión nasal 50mcg frasco 140 dosis,DIRNELID,MOMETASONA,NEUMOLOGÍA,8904091131587,GLENMARK,ACTIVO
Tafil 30 tabletas caja alprazolam 1 mg,TAFIL,ALPRAZOLAM,NEUROLOGÍA,300090090074,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Amoxiclav bid suspensión 200/28.57mg 70ml,AMOXICLAV,"ÁCIDO CLAVULÁNICO, AMOXICILINA",INFECTOLOGÍA,7501125175602,PISA,ACTIVO
Epival 500 mg oral 30 comprimidos,EPIVAL,ÁCIDO VALPROICO,NEUROLOGÍA,7501033920356,ABBOTT,ACTIVO
Epinastina 10 tabletas 20mg,,EPINASTINA,ALERGOLOGÍA,821998000403,LABORATORIOS SCHOEN,ACTIVO
Minitran 18 mg (5mg/24hrs) cutaneo 10 parche,MINITRAN,TRINITRATO DE GLICERILO,CARDIOLOGÍA,891671002215,SANFER,ACTIVO
Sixol 30 tabletas 1 mg,SIXOL,COLCHICINA,REUMATOLOGÍA,7501573900351,DISTRIBUIDORA DE PRODUCTOS PHA,ACTIVO
Merthiolate antiséptico blanco 60 ml solución frasco,MERTHIOLATE,CLORURO DE BENZALCONIO,MATERIAL DE CURACIÓN,7501008486528,BAYER,ACTIVO
Pentasa 1g supositorio 14,PENTASA,MESALAZINA,GASTROENTEROLOGÍA,7503000883749,FERRING,ACTIVO
Tegretol 2 g oral 100 ml suspension,TEGRETOL,CARBAMAZEPINA,NEUROLOGÍA,7501124816537,NOVARTIS,ACTIVO
Oxal junior 7 a 11 años 20 ml suspensión frasco quinfamida 200 mg,OXAL,"ALBENDAZOL, QUINFAMIDA",SISTEMA DIGESTIVO,7501086300143,SANFER,ACTIVO
Eutirox 50 tabletas 150mcg,EUTIROX,LEVOTIROXINA SÓDICA,ENDOCRINOLOGÍA,7501298210766,MERCK,ACTIVO
Evastel 10 comprimidos 20mg,EVASTEL,EBASTINA,ALERGOLOGÍA,8430308624516,GRÜNENTHAL,ACTIVO
Betametasona 4 mg erispan 1 solución ampolleta,ERISPAN,BETAMETASONA,REUMATOLOGÍA,7502009745218,MAVER,ACTIVO
Eliptic ofteno pf 20/5mg/ml solución 5ml,ELIPTIC,"DORZOLAMIDA, TIMOLOL",OFTALMOLOGÍA,736085412673,SOPHIA,ACTIVO
RUTERAL 20 TABLETAS 100MG,RUTERAL,METOPROLOL,CARDIOLOGÍA,7501384547127,PEGO S.A. DE C.V,ACTIVO
OLANZAPINA PSICO 14 TABLETAS 10MG,,OLANZAPINA,NEUROLOGÍA,7501384546502,PSICOFARMA,ACTIVO
Temitev 28 tabletas 5mg,TEMITEV,NEBIVOLOL,CARDIOLOGÍA,7501559604044,LEMERY,ACTIVO
Distental 14 tabletas 100mg,,BROMURO DE PINAVERIO,GASTROENTEROLOGÍA,785118753771,MAVI FARMACEUTICA,ACTIVO
Tafil 0.25 mg oral 90 tabletas c2,TAFIL,ALPRAZOLAM,NEUROLOGÍA,300090029326,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Suma b solución inyectable 5 ampolletas 100mg,SUMA B,"HIDROXOCOBALAMINA, PIRIDOXINA, TIAMINA",HEMATOLOGÍA,7501088507908,CHINOIN,ACTIVO
Espironolactona 30 tabletas 25 mg,,ESPIRONOLACTONA,CARDIOLOGÍA,7502216805798,ULTRA LABORATORIOS,ACTIVO
Optive frasco gotero 15ml,OPTIVE,"CARBOXIMETILCELULOSA, GLICERINA",OFTALMOLOGÍA,7501201400659,ABBVIE,ACTIVO
Celulose 0.5% solución 10ml,CELULOSE,HIPROMELOSA,OFTALMOLOGÍA,8400000118,GRIN,ACTIVO
Feel 360 des 12 cápsulas,FEEL 360,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501088509841,CHINOIN,ACTIVO
Avapro 28 tabletas 150mg,AVAPRO,IRBESARTÁN,CARDIOLOGÍA,7501361692987,SANOFI PASTEUR,ACTIVO
Tukol-d infantil jarabe oral sabor miel 120 ml frasco dosificador guaifenesina 1 g,TUKOL-D,"DEXTROMETORFANO, GUAIFENESINA",NEUMOLOGÍA,650240036385,GENOMMA LAB,ACTIVO
Pegden 28 tabletas 5mg,PEGDEN,DONEPEZILO,NEUROLOGÍA,7501125189401,PISA,ACTIVO
PRAMOTIL METOCLOPRAMIDA 10 MG SOLUCIÓN INYECTABLE 6 AMPOLLETAS 2 ML,PRAMOTIL,METOCLOPRAMIDA,GASTROENTEROLOGÍA,7501125124549,PISA,ACTIVO
AMABLY 24 HRS 7 CÀPSULAS 20MG,AMABLY,ESOMEPRAZOL,SISTEMA DIGESTIVO,7501300421494,SIEGFRIED RHEIN,ACTIVO
Solución cs pisa 100ml,PISA,CLORURO DE SODIO,SOLUCIONES HOSPITALARIAS,7501125115479,PISA,ACTIVO
RIUNIL 200 MG CON 20 TABLETAS,RIUNIL,HIDROXICLOROQUINA,REUMATOLOGÍA,7501250811536,RIMSA,ACTIVO
Tabcin efervescente roja 12 tabletas caja ácido acetilsalicílico 500 mg,TABCIN,"ÁCIDO ACETILSALICÍLICO, CLORFENAMINA, FENILEFRINA",SISTEMA RESPIRATORIO,7501008485408,BAYER,ACTIVO
Solucion cloruro de sodio 0.9% 250 ml,DELMED,CLORURO DE SODIO,SOLUCIONES HOSPITALARIAS,7506022303547,JAYOR,ACTIVO
Furacin pomada tarro 453.6g,FURACIN,NITROFURAL,DERMATOLOGÍA,7501300408266,SIEGFRIED RHEIN,ACTIVO
Biotrefon l 48 sobres,BIOTREFÓN,COBAMAMIDA,GASTROENTEROLOGÍA,7501390914050,ITALMEX,ACTIVO
Tritace 10mg tabletas 16,TRITACE,RAMIPRIL,CARDIOLOGÍA,7501165004900,SANFER,ACTIVO
Atisuril 20 tabletas 300mg,ATISURIL,ALOPURINOL,REUMATOLOGÍA,7501390910090,ITALMEX,ACTIVO
Versalver 30 comprimidos 80 mg,VERSALVER,VALSARTÁN,CARDIOLOGÍA,7502009744839,MAVER,ACTIVO
Lincomicina 6 ampolletas 300mg/1 ml,ANTIBIOTICOS DE MEXICO,LINCOMICINA,INFECTOLOGÍA,7501349020771,ANTIBIOTICOS DE MEXICO,ACTIVO
Klaricid 12 hr 125 mg oral pediatrico suspension,KLARICID,CLARITROMICINA,INFECTOLOGÍA,7501033921681,ABBOTT,ACTIVO
Vuminix 100mg caja con 15 tabletas,VUMINIX,FLUVOXAMINA,NEUROLOGÍA,7503006916526,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
Blodivit 30 tabletas 80mg,BLODIVIT,ATORVASTATINA,CARDIOLOGÍA,7502216931848,SANDOZ,ACTIVO
Metformina glibenclami 40 tabletas 500/2.5mg,,"GLIBENCLAMIDA, METFORMINA",DIABETES,7501101600050,LOEFFLER,ACTIVO
Kinestrel 30 tabletas 100mg,KINESTREL,AMANTADINA,NEUROLOGÍA,7501384504885,PSICOFARMA,ACTIVO
Telarteq 40 mg oral 30 tabletas,TELARTEQ,TELMISARTÁN,CARDIOLOGÍA,7501125162817,PISA,ACTIVO
Tavor cr 10mg tabletas 10,TAVOR,OXIBUTININA,UROLOGÍA,7501871720538,ASOFARMA,ACTIVO
Exotib 15 tabletas 10mg,EXOTIB,EZETIMIBA,CARDIOLOGÍA,7501300420633,SIEGFRIED RHEIN,ACTIVO
Sil norboral 40 tabletas 500/5 mg,SIL-NORBORAL,"GLIBENCLAMIDA, METFORMINA",DIABETES,7501101642234,LABORATORIOS SILANES,ACTIVO
Revenox 3 mg oral 60 tabletas,REVENOX,MELATONINA,INDUCTORES DE SUEÑO,714908100228,SALUD NATURAL,ACTIVO
Klaricid hp 500 mg oral 14 tabletas,KLARICID,CLARITROMICINA,INFECTOLOGÍA,7501033921766,ABBOTT,ACTIVO
Almetec co 212.50 mg oral 28 tabletas,ALMETEC-CO,"HIDROCLOROTIAZIDA, OLMESARTÁN",CARDIOLOGÍA,7501050617208,ORGANON COMERCIALIZADORA,ACTIVO
Alzam 30 tabletas 0.25mg,ALZAM,ALPRAZOLAM,NEUROLOGÍA,7501384502171,PSICOFARMA,ACTIVO
PROGRAF XL TACROLIMUS 1 MG CON 50 CÁPSULAS,PROGRAF XL,TACROLIMUS,INFECTOLOGÍA,7730979099011,JANSSEN CILAG DE MEXICO,ACTIVO
Viagra sildenafil 100mg 1 tableta,VIAGRA,SILDENAFIL,UROLOGÍA,7501287688224,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Kitoscell gel 30g,KITOSCELL,PIRFENIDONA,DERMATOLOGÍA,7502224228763,CELL PHARMA,ACTIVO
Inhibitron 7 cápsulas 20mg,INHIBITRON,OMEPRAZOL,SISTEMA DIGESTIVO,7501299300497,LIOMONT RX,ACTIVO
Carimpa 2 tabletas 2.5mgCHP-B-C-7,CARIMPA,ZOLMITRIPTANO,NEUROLOGÍA,7501125181436,PISA,ACTIVO
Acido ibandronico 1 tabletas 150 mg,,ÁCIDO IBANDRÓNICO,REUMATOLOGÍA,7501299370414,PHARMAGEN,ACTIVO
Broncho vaxo infanitl 10 cápsulas 3.5mg,BRONCHO VAXOM,LIOFILIZADO ESTANDARIZADO DE LISADOS BACTERIANOS,INFECTOLOGÍA,7502209290068,GRÜNENTHAL,ACTIVO
Canesten v dual óvulos crema 10gr,CANESTEN V,CLOTRIMAZOL,GINECOLOGÍA,7501318645295,BAYER,ACTIVO
Andantol 0.75 gr 1 tubo jalea 25 gr,ANDANTOL,ISOTIPENDILO,DERMATOLOGÍA,7501070613044,SANFER,ACTIVO
"Meclison meclizina, piridoxina 25/50 mg con 20 tabletas",MECLISON,"MECLIZINA, PIRIDOXINA",GASTROENTEROLOGÍA,7502001162525,SON'S,ACTIVO
Folitival ácido fólico 30 tabletas 400mcg,FOLIVITAL,ÁCIDO FÓLICO,MULTIVITAMÍNICOS,75024659,LABORATORIOS SILANES,ACTIVO
Hialuronat de sod 4mg sol 10ml,,HIALURONATO DE SODIO,OFTALMOLOGÍA,75058661,OPKO EXAKTA,ACTIVO
Copinar 28 tabletas 200mg,COPINAR,LACOSAMIDA,NEUROLOGÍA,7730979095983,ASOFARMA,ACTIVO
Olanzapina 14 tabletas 10mg,ANTIBIOTICOS DE MEXICO,OLANZAPINA,NEUROLOGÍA,7501349024243,ANTIBIOTICOS DE MEXICO,ACTIVO
Soliqua 100u/ml+50mcg/ml s.iny 3pen peac,SOLIQUA,"INSULINA GLARGINA, LIXISENATIDA",DIABETES,7501165012004,SANOFI PASTEUR,ACTIVO
Oseltamivir 10 capsulas 75 mg,,OSELTAMIVIR,INFECTOLOGÍA,7502226294131,ALPHARMA,ACTIVO
Visertral 10 tabletas 10 mg,VISERTRAL,CETIRIZINA,ALERGOLOGÍA,7501258205863,SERRAL,ACTIVO
Macmiror complex v 6 óvulos 500g,MACMIROR,"NIFURATEL, NISTATINA",GINECOLOGÍA,7501390911561,ITALMEX,ACTIVO
UPROSOL 30 CÁPSULAS 0 4MG,UPROSOL,TAMSULOSINA,UROLOGÍA,7502253073884,ASPEN,ACTIVO
Z-fin 15 capsulas 100 mg,Z-FIN,ITRACONAZOL,INFECTOLOGÍA,7502216790377,ULTRA LABORATORIOS,ACTIVO
Tafitram 325/37.5mg comprimidos 10,TAFITRAM,"PARACETAMOL, TRAMADOL",NEUROLOGÍA,7841141003528,ASOFARMA,ACTIVO
Senosidos a-b 60 tabletas 8.6 mg,,SENÓSIDOS A-B,SISTEMA DIGESTIVO,7502216804074,AVIVIA PHARMA,ACTIVO
Zoqualo 25 mg oral 28 tabletas,ZOQUALO,QUETIAPINA,NEUROLOGÍA,7503006916885,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
Telarteq 40 mg con 14 tabletas,TELARTEQ,TELMISARTÁN,CARDIOLOGÍA,7501125162824,PISA,ACTIVO
Pezzil 10mg tabletas 28,PEZZIL,DONEPEZILO,NEUROLOGÍA,8903855053868,LABORATORIOS TORRENT,ACTIVO
Neugeron lp 200 mg oral 20 tabletas liberacion prolongada,NEUGERON,CARBAMAZEPINA,NEUROLOGÍA,7501089800084,ARMSTRONG,ACTIVO
ADVIL IBUPROFENO 200 MG CON 100 TABLETAS,ADVIL,IBUPROFENO,ANALGÉSICOS,7501065075963,HALEON,ACTIVO
Mucoangin limón 18 pastillas caja ambroxol 20 mg,MUCOANGIN,AMBROXOL,NEUMOLOGÍA,7501165011427,SANOFI AVENTIS (CHC),ACTIVO
Duxiauro 14 tabletas 60mg,DUXIAURO,DULOXETINA,NEUROLOGÍA,7506331301968,CEL MEDIKA SAPI DE CV,ACTIVO
Betametasona erispan solución inyectable ampolloeta 8mg/2ml,ERISPAN,BETAMETASONA,ALERGOLOGÍA,7502009740916,MAVER,ACTIVO
Postday levonorgestrel 1.5 mg con 1 tableta,POSTDAY,LEVONORGESTREL,GINECOLOGÍA,7501249606778,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Mitzoratta 14 tabletas 20mg,MITZORATTA,OLMESARTÁN,CARDIOLOGÍA,7502216933866,SANDOZ,ACTIVO
Neomicol 1 crema 2%/20 g,NEOMICOL,MICONAZOL,DERMATOLOGÍA,7501293200250,MEDIX,ACTIVO
Xuceed 5mg tabletas 10,XUCEED,LEVOCETIRIZINA,ALERGOLOGÍA,7501300450234,WESER PHARMA,ACTIVO
Contac ultra 12 tabletas,CONTAC,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501065060891,HALEON,ACTIVO
Rinelon nasal pediatrico 10 ml suspension,RINELON,MOMETASONA,NEUMOLOGÍA,7501050693806,ORGANON COMERCIALIZADORA,ACTIVO
Atacand plus 28 tabletas 16/12.5mg,ATACAND PLUS,"CANDESARTÁN, HIDROCLOROTIAZIDA",CARDIOLOGÍA,7501098633260,ASTRAZENECA,ACTIVO
Zyplo 60 mg oral 15 ml gotas,ZYPLO,LEVODROPROPIZINA,NEUMOLOGÍA,7501089809421,ARMSTRONG,ACTIVO
Evastel z 10 obleas 20mg,EVASTEL Z,EBASTINA,ALERGOLOGÍA,7502209291331,GRÜNENTHAL,ACTIVO
Brucen 50 tabletas 5 mg,BRUCEN,GLIBENCLAMIDA,DIABETES,7501537102241,BRULUART,ACTIVO
Execut 25 tabletas 25mg,EXECUT,HIDROXIZINA,NEUROLOGÍA,7501124182106,PANALAB MEXICO S.A. DE C.V.,ACTIVO
Acudopik 14 tabletas 10mg,ACUDOPIK,OLANZAPINA,NEUROLOGÍA,7501384505233,PSICOFARMA,ACTIVO
"Riopan magaldrato, dimeticona 80/10 mg gel 20 sobres",RIOPAN,"DIMETICONA, MAGALDRATO",SISTEMA DIGESTIVO,7501092793045,TAKEDA,ACTIVO
Ezetrol 20 comprimidos 10mg,EZETROL,EZETIMIBA,CARDIOLOGÍA,7501326000093,ORGANON COMERCIALIZADORA,ACTIVO
Yasmin oral 24/4 con 28 grageas,YASMIN,"DROSPIRENONA, ETINILESTRADIOL",GINECOLOGÍA,7501303457513,ITALMEX,ACTIVO
Capsiflu gripe 12 tabletas,CAPSIFLU,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7502234760451,MDR PHARMA,ACTIVO
Angiotrofin ap 20 tabletas 120mg,ANGIOTROFIN,DILTIAZEM,CARDIOLOGÍA,7501089802040,ARMSTRONG,ACTIVO
Tempra caplets 20 tabletas 500mg,TEMPRA,PARACETAMOL,ANALGÉSICOS,7501095452147,RECKITT BECKINSER,ACTIVO
Evocs iii 7 tabletas 500mg,EVOCS III,LEVOFLOXACINO,INFECTOLOGÍA,7501299307687,LIOMONT RX,ACTIVO
Insulina glargina 100ui frasco 10ml,ANTIBIOTICOS DE MEXICO,INSULINA GLARGINA,DIABETES,7501349025158,ANTIBIOTICOS DE MEXICO,ACTIVO
Vilona 1 crema 7.5%500mg/5 g,VILONA,RIBAVIRINA,DERMATOLOGÍA,7501122969617,BAUSCH HEALTH,ACTIVO
Cozaar 30 comprimidos 50mg,COZAAR,LOSARTÁN,CARDIOLOGÍA,7501326001106,ORGANON COMERCIALIZADORA,ACTIVO
Seledum 28 tabletas 90mg,SELEDUM,ETORICOXIB,REUMATOLOGÍA,7501289520393,ANDROMACO,ACTIVO
Lerk 10 comprimidos 50mg,LERK,SILDENAFIL,UROLOGÍA,7501300450050,WESER PHARMA,ACTIVO
Sinkel 1 frasco con ampula 8 mg/2 ml,SINKEL,DEXAMETASONA,REUMATOLOGÍA,7502256040067,DANKEL MEDICAL S.A. DE C.V.,ACTIVO
Removere crema auxiliar en el tratamiento y corrección de lesiones en la piel 10 gr,REMOVERE,PIRFENIDONA,DERMATOLOGÍA,7501124183479,PANALAB MEXICO S.A. DE C.V.,ACTIVO
Novaxen 45 tabletas 500 mg,NOVAXEN,NAPROXENO,REUMATOLOGÍA,7501075717075,NOVAG,ACTIVO
Clavulin 12h suspensión 400mg frasco 70ml,CLAVULIN,"ÁCIDO CLAVULÁNICO, AMOXICILINA",INFECTOLOGÍA,7501070612849,SANFER,ACTIVO
Ácido ascórbico 1 g oxital-c vitamina c 10 tabletas tubo,OXITAL,ÁCIDO ASCÓRBICO,SUPLEMENTO ALIMENTICIO,7501258206723,SERRAL,ACTIVO
Motrin infantil suspensión sabor frutas 120ml,MOTRIN,IBUPROFENO,ANALGÉSICOS,7501109902866,KENVUE,ACTIVO
Biomics suspensión 1g frasco 50ml,BIOMICS,CEFIXIMA,INFECTOLOGÍA,7501314701353,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Tukol-d infantil con vaso dosificador 125 ml jarabe frasco dextrometorfano 0.1 g,TUKOL-D,"DEXTROMETORFANO, GUAIFENESINA",NEUMOLOGÍA,650240031502,GENOMMA LAB,ACTIVO
Gliozac 7 tabletas 30 mg,GLIOZAC,PIOGLITAZONA,DIABETES,7502009744969,MAVER,ACTIVO
Crema blanca bustillos hidroquinona caja con frasco con 40g,BUSTILLOS,HIDROQUINONA,CUIDADO DE LA PIEL,7501185730568,BUSTILLOS CHEMICALS,ACTIVO
Primoteston depot 250mg ampolleta 1,PRIMOTESTON,TESTOSTERONA,GINECOLOGÍA,7501303458503,BAYER,ACTIVO
Ciprofloxacino 14 tabletas 500mg,ANTIBIOTICOS DE MEXICO,CIPROFLOXACINO,INFECTOLOGÍA,7501349021532,ANTIBIOTICOS DE MEXICO,ACTIVO
Regulact 1 jarabe 10g/15ml de 240 ml,REGULACT,LACTULOSA,GASTROENTEROLOGÍA,7501122966630,BAUSCH HEALTH,ACTIVO
Alivoato 40 tabletas 1g,ALIVOATO,SUCRALFATO,GASTROENTEROLOGÍA,7503002772508,CODIFARMA,ACTIVO
